"module","EntrezGene.ID","HUGO.gene.symbol","agilent","affy","coefficient","NMSE"
,"79602","ADIPOR2","Contig41209_RC","201346_at","0.294636455","0.905943382"
,"56683","C21orf59","NM_017835","218123_at","0.30298336","0.906330205"
,"22943","DKK1","NM_012242","204602_at","-0.317077666","0.906552011"
,"6277","S100A6","NM_014624","217728_at","-0.311274464","0.906567008"
,"65983","GRAMD3","AL157454","218706_s_at","-0.310705931","0.906845373"
,"4255","MGMT","NM_002412","204880_at","0.306014355","0.906934039"
,"10406","WFDC2","NM_006103","203892_at","0.310318913","0.908053059"
,"3760","KCNJ3","NM_002239","207142_at","0.289824264","0.90907496"
,"23552","CCRK","NM_012119","205271_s_at","0.281880641","0.910569983"
,"9722","NOS1AP","AB007933","215153_at","0.229340894","0.911497251"
,"23613","PRKCBP1","AB032951","209049_s_at","0.299807266","0.911563244"
,"202","AIM1","U83115","212543_at","-0.282506287","0.912039471"
,"51207","DUSP13","NM_016364","219963_at","0.295957672","0.913470799"
,"83988","NCALD","AF052142","211685_s_at","-0.278634535","0.913549975"
,"2920","CXCL2","NM_002089","209774_x_at","-0.23251798","0.913929307"
,"8870","IER3","NM_003897","201631_s_at","0.293240479","0.914353765"
,"55245","C20orf44","NM_018244","217935_s_at","0.292257279","0.914633438"
,"6666","SOX12","NM_006943","204432_at","0.288976299","0.91494091"
,"80279","CDK5RAP3","AK000260","218740_s_at","0.295086243","0.915477346"
,"1644","DDC","NM_000790","205311_at","-0.255399817","0.915582189"
,"5441","POLR2L","NM_021128","202586_at","0.290705454","0.915792241"
,"9022","CLIC3","NM_004669","219529_at","-0.293423313","0.915932573"
,"7769","ZNF226","NM_015919","219603_s_at","0.291518083","0.91618188"
,"27239","GPR162","NM_019858","205056_s_at","0.267327121","0.916259358"
,"26504","CNNM4","NM_020184","218900_at","0.299283579","0.916676204"
,"3400","ID4","NM_001546","209291_at","-0.299017294","0.917135234"
,"1733","DIO1","NM_000792","206457_s_at","0.277146054","0.918178806"
,"25915","C3orf60","AL049955","209177_at","0.275728009","0.918466799"
,"1525","CXADR","NM_001338","203917_at","-0.293993475","0.918866262"
,"1475","CSTA","NM_005213","204971_at","-0.296296539","0.919065795"
,"2155","F7","NM_019616","207300_s_at","0.291791149","0.919083227"
,"4188","MDFI","NM_005586","205375_at","-0.294622629","0.919236535"
,"3622","ING2","NM_001564","205981_s_at","0.290622475","0.919303599"
,"25980","C20orf4","NM_015511","218089_at","0.203116625","0.919391746"
,"8310","ACOX3","NM_003501","204242_s_at","0.287582101","0.919961112"
,"54820","NDE1","NM_017668","218414_s_at","0.282080137","0.920079592"
,"5816","PVALB","NM_002854","205336_at","0.227358785","0.920203757"
,"60686","C14orf93","Contig51318_RC","219009_at","0.24607044","0.920539974"
,"8792","TNFRSF11A","NM_003839","207037_at","-0.301523491","0.920541992"
,"54894","RNF43","NM_017763","218704_at","0.280441269","0.923270824"
,"5737","PTGFR","NM_000959","207177_at","-0.2231448","0.924206492"
,"1501","CTNND2","U96136","209618_at","0.273276047","0.924383316"
,"7764","ZNF217","NM_006526","203739_at","0.276000692","0.925380013"
,"8405","SPOP","NM_003563","208927_at","0.270754072","0.926506674"
,"1847","DUSP5","NM_004419","209457_at","0.277032448","0.927166495"
,"4488","MSX2","NM_002449","205555_s_at","0.295463635","0.927546165"
,"7163","TPD52","NM_005079","201691_s_at","0.263461652","0.927805212"
,"25790","CCDC19","NM_012337","220308_at","0.286351098","0.928605166"
,"5803","PTPRZ1","NM_002851","204469_at","-0.264459175","0.92970977"
,"23635","SSBP2","NM_012446","203787_at","0.261272248","0.930412837"
,"6548","SLC9A1","S68616","209453_at","0.266541892","0.930417948"
,"8187","ZNF239","NM_005674","206261_at","0.273064581","0.931123654"
,"2588","GALNS","NM_000512","206335_at","-0.232432334","0.93213956"
,"54903","MKS1","NM_017777","218630_at","0.248040673","0.932362145"
,"55163","PNPO","Contig55446_RC","218511_s_at","0.255506984","0.932823779"
,"55101","NA","NM_018035","218038_at","0.266549718","0.933387577"
,"4682","NUBP1","NM_002484","203978_at","0.244519893","0.934015928"
,"3779","KCNMB1","NM_004137","209948_at","-0.215645094","0.934522794"
,"64849","SLC13A3","AF154121","205243_at","-0.273794546","0.935284703"
,"4691","NCL","NM_005381","200610_s_at","-0.259481094","0.93550478"
,"64428","NARFL","Contig41536_RC","218742_at","0.203857245","0.935624333"
,"23266","LPHN2","NM_012302","206953_s_at","-0.252950367","0.936162229"
,"29104","N6AMT1","NM_013240","220311_at","0.222484457","0.937942569"
,"1783","DYNC1LI2","NM_006141","203590_at","-0.246224506","0.938320864"
,"8987","NA","NM_003943","203986_at","0.243504322","0.938630895"
,"79852","ABHD9","Contig21225_RC","220013_at","-0.270783935","0.93887984"
,"57586","SYT13","AB037848","221859_at","0.239472393","0.939365745"
,"8785","MATN4","NM_003833","207123_s_at","-0.208228838","0.939574568"
,"10331","B3GNT3","NM_014256","204856_at","-0.240638829","0.940573085"
,"5357","PLS1","NM_002670","205190_at","0.247326218","0.940664991"
,"54880","BCOR","Contig26100_RC","219433_at","0.229605443","0.942981745"
,"55790","NA","NM_018371","219049_at","-0.250426136","0.943118658"
,"4139","MARK1","NM_018650","221047_s_at","-0.244759366","0.944329845"
,"81539","SLC38A1","Contig58438_RC","218237_s_at","0.241702504","0.945111586"
,"10810","WASF3","NM_006646","204042_at","-0.182155673","0.945444166"
,"926","CD8B","NM_004931","215332_s_at","-0.24348476","0.945464604"
,"50805","IRX4","NM_016358","220225_at","-0.232248348","0.945544554"
,"58513","EPS15L1","NM_021235","221056_x_at","0.233246267","0.94611709"
,"6304","SATB1","NM_002971","203408_s_at","-0.235715141","0.946625307"
,"79446","WDR25","Contig50337_RC","219609_at","0.208642099","0.948915101"
,"23366","NA","AB020702","213424_at","0.234295176","0.948952138"
,"55699","IARS2","NM_018060","217900_at","0.230870685","0.949477716"
,,,,,,
"ERBB2","2064","ERBB2","NM_004448","216836_s_at","1","0"
,"93210","PERLD1","Contig56503_RC","221811_at","0.907758645","0.17200875"
,"5709","PSMD3","NM_002809","201388_at","0.679856111","0.551760856"
,"5409","PNMT","NM_002686","206793_at","0.65236504","0.581082444"
,"55876","GSDML","NM_018530","219233_s_at","0.551201489","0.701042445"
,"22794","CASC3","NM_007359","207842_s_at","0.475868476","0.791261269"
,"3927","LASP1","NM_006148","200618_at","0.465455223","0.802630026"
,"147179","WIPF2","U90911","212051_at","0.438708817","0.803363538"
,"55040","EPN3","NM_017957","220318_at","0.402128957","0.840891081"
,"5245","PHB","NM_002634","200659_s_at","0.397536834","0.852777893"
,"9635","CLCA2","NM_006536","217528_at","0.36055161","0.867650117"
,"3227","HOXC11","NM_014212","206745_at","0.312754199","0.881082423"
,"29095","ORMDL2","NM_014182","218556_at","0.349298325","0.883214676"
,"5909","RAP1GAP","NM_002885","203911_at","0.337350258","0.889359836"
,"1573","CYP2J2","NM_000775","205073_at","0.309379585","0.903278515"
,"26154","ABCA12","AL080207","215465_at","0.292060066","0.908124968"
,"3081","HGD","NM_000187","205221_at","0.302330606","0.90880385"
,"8804","CREG1","NM_003851","201200_at","-0.29666354","0.915982859"
,"9914","ATP2C2","NM_014861","206043_s_at","0.291958436","0.917143657"
,"5129","PCTK3","AL161977","214797_s_at","-0.294702589","0.919581811"
,"54793","KCTD9","NM_017634","218823_s_at","-0.285724776","0.919693777"
,"404093","CUEDC1","NM_017949","219468_s_at","0.320633179","0.925765463"
,"3675","ITGA3","NM_002204","201474_s_at","0.274007124","0.927570492"
,"55129","TMEM16K","NM_018075","218910_at","0.256032493","0.92892133"
,"24147","FJX1","NM_014344","219522_at","-0.252235137","0.939735137"
,"1048","CEACAM5","M29540","201884_at","0.25663632","0.947093755"
,"9572","NR1D1","X72631","204760_s_at","0.244126274","0.94968023"
,"51375","SNX7","NM_015976","205573_s_at","-0.234064097","0.949762889"
,,,,,,
"AURKA","6790","AURKA","NM_003600","208079_s_at","1","0"
,"11065","UBE2C","NM_007019","202954_at","0.820863855","0.332578721"
,"9133","CCNB2","NM_004701","202705_at","0.79214599","0.375663771"
,"1058","CENPA","NM_001809","204962_s_at","0.786068713","0.378411034"
,"332","BIRC5","NM_001168","202095_s_at","0.785737371","0.385905904"
,"11004","KIF2C","NM_006845","209408_at","0.776738323","0.403529163"
,"10112","KIF20A","NM_005733","218755_at","0.7580889","0.420402209"
,"991","CDC20","NM_001255","202870_s_at","0.743241214","0.435115841"
,"2305","FOXM1","U74612","202580_x_at","0.743383899","0.439906192"
,"891","CCNB1","Contig56843_RC","214710_s_at","0.749756817","0.441921351"
,"22974","TPX2","AB024704","210052_s_at","0.748568487","0.468134359"
,"9088","PKMYT1","NM_004203","204267_x_at","0.702883844","0.47437898"
,"54478","FAM64A","NM_019013","221591_s_at","0.685128928","0.487318586"
,"4751","NEK2","NM_002497","204641_at","0.718457153","0.487941235"
,"24137","KIF4A","NM_012310","218355_at","0.710510621","0.488813369"
,"23397","NCAPH","D38553","212949_at","0.72007551","0.490967285"
,"9319","TRIP13","U96131","204033_at","0.710205816","0.499972805"
,"4085","MAD2L1","NM_002358","203362_s_at","0.695603942","0.517656017"
,"9156","EXO1","NM_006027","204603_at","0.673978083","0.540280713"
,"10615","SPAG5","NM_006461","203145_at","0.670442201","0.550833392"
,"7083","TK1","NM_003258","202338_at","0.643196792","0.554895627"
,"6491","STIL","NM_003035","205339_at","0.679351067","0.561436112"
,"6241","RRM2","NM_001034","209773_s_at","0.663496582","0.564978476"
,"55839","CENPN","NM_018455","219555_s_at","0.665830165","0.566600085"
,"7298","TYMS","NM_001071","202589_at","0.65945932","0.568519762"
,"641","BLM","NM_000057","205733_at","0.649401343","0.584673125"
,"4171","MCM2","NM_004526","202107_s_at","0.635855115","0.597104864"
,"1164","CKS2","NM_001827","204170_s_at","0.614902417","0.610429408"
,"79682","MLF1IP","Contig64688","218883_s_at","0.624317967","0.615339427"
,"10129","FRY","U50534","204072_s_at","-0.59404899","0.652505205"
,"51659","GINS2","NM_016095","221521_s_at","0.582355702","0.652817049"
,"10212","DDX39","NM_005804","201584_s_at","0.568291258","0.657312844"
,"3925","STMN1","NM_005563","200783_s_at","0.589613162","0.657518464"
,"79801","SHCBP1","Contig34952","219493_at","0.585901802","0.661475953"
,"3014","H2AFX","NM_002105","205436_s_at","0.579987829","0.666254194"
,"10535","RNASEH2A","NM_006397","203022_at","0.580753923","0.666515392"
,"5984","RFC4","NM_002916","204023_at","0.575746351","0.671194217"
,"55970","GNG12","AL049367","212294_at","-0.56373935","0.68491997"
,"1033","CDKN3","NM_005192","209714_s_at","0.575815638","0.6918622"
,"55388","MCM10","NM_018518","220651_s_at","0.572262092","0.69399602"
,"55257","C20orf20","NM_018270","218586_at","0.553371639","0.695442511"
,"1163","CKS1B","NM_001826","201897_s_at","0.545468556","0.698030816"
,"8914","TIMELESS","NM_003920","203046_s_at","0.559966788","0.704852194"
,"54821","NA","NM_017669","219650_at","0.506228567","0.70697648"
,"23371","TENC1","AB028998","212494_at","-0.540338428","0.719688949"
,"8544","PIR","NM_003662","207469_s_at","0.51732303","0.722573201"
,"8317","CDC7","AF015592","204510_at","0.522596999","0.730034447"
,"2331","FMOD","NM_002023","202709_at","-0.49793008","0.730688731"
,"51512","GTSE1","NM_016426","215942_s_at","0.522293944","0.737008012"
,"6424","SFRP4","NM_003014","204051_s_at","-0.503981562","0.739316208"
,"55353","LAPTM4B","NM_018407","208029_s_at","0.510974612","0.741225782"
,"8404","SPARCL1","NM_004684","200795_at","-0.508445481","0.744694596"
,"990","CDC6","NM_001254","203967_at","0.503962062","0.748292813"
,"7043","TGFB3","NM_003239","209747_at","-0.501014607","0.750780117"
,"11047","ADRM1","NM_007002","201281_at","0.481127919","0.752181185"
,"58190","CTDSP1","NM_021198","217844_at","-0.487068931","0.757675543"
,"79838","TMC5","Contig45537_RC","219580_s_at","-0.489221399","0.762742558"
,"84823","LMNB2","M94362","216952_s_at","0.492907473","0.765450281"
,"83989","C5orf21","AF070617","212936_at","-0.486767063","0.766896872"
,"1793","DOCK1","NM_001380","203187_at","-0.483372924","0.768557986"
,"9358","ITGBL1","NM_004791","205422_s_at","-0.436491106","0.769646328"
,"8836","GGH","NM_003878","203560_at","0.484685676","0.769709668"
,"57088","PLSCR4","NM_020353","218901_at","-0.482651","0.770237787"
,"6642","SNX1","AL050148","213364_s_at","-0.46500284","0.770486626"
,"4969","OGN","NM_014057","218730_s_at","-0.466959754","0.770624576"
,"90627","STARD13","AL049801","213103_at","-0.480804487","0.770936403"
,"11260","XPOT","NM_007235","212160_at","0.472165093","0.772199633"
,"22827","NA","AF114818","209899_s_at","0.477068606","0.773496315"
,"9793","CKAP5","D43948","212832_s_at","0.466604145","0.783735263"
,"2791","GNG11","NM_004126","204115_at","-0.436715822","0.785914493"
,"55247","NEIL3","NM_018248","219502_at","0.387791125","0.785965193"
,"10234","LRRC17","NM_005824","205381_at","-0.470393991","0.78807293"
,"9353","SLIT2","NM_004787","209897_s_at","-0.445614652","0.7891295"
,"1841","DTYMK","NM_012145","203270_at","0.453199348","0.790596547"
,"9631","NUP155","NM_004298","206550_s_at","0.463044246","0.793503739"
,"5424","POLD1","NM_002691","203422_at","0.436580111","0.79418075"
,"6631","SNRPC","NM_003093","201342_at","0.439785378","0.794257849"
,"10186","LHFP","NM_005780","218656_s_at","-0.45165415","0.800444579"
,"4521","NUDT1","NM_002452","204766_s_at","0.452653404","0.801745536"
,"3479","IGF1","X57025","209540_at","-0.446096953","0.802085779"
,"4172","MCM3","NM_002388","201555_at","0.449081552","0.802988628"
,"2205","FCER1A","NM_002001","211734_s_at","-0.448061407","0.803412984"
,"55732","C1orf112","NM_018186","220840_s_at","0.42605845","0.806117986"
,"9077","DIRAS3","NM_004675","215506_s_at","-0.445208412","0.806296741"
,"5557","PRIM1","NM_000946","205053_at","0.449712622","0.807788703"
,"54963","UCKL1","NM_017859","218533_s_at","0.435505247","0.808482789"
,"54512","EXOSC4","NM_019037","218695_at","0.438481818","0.808756437"
,"79901","CYBRD1","Contig52737_RC","217889_s_at","-0.440564443","0.809596032"
,"10161","P2RY5","NM_005767","218589_at","-0.440507256","0.811708835"
,"29097","CNIH4","NM_014184","218728_s_at","0.405953438","0.816190894"
,"6513","SLC2A1","NM_006516","201250_s_at","0.43835292","0.81712218"
,"51123","ZNF706","NM_016096","218059_at","0.428982832","0.819079758"
,"857","CAV1","NM_001753","203065_s_at","-0.42094884","0.825361732"
,"51110","LACTB2","NM_016027","218701_at","0.384063357","0.829135483"
,"51204","CCDC44","NM_016360","221069_s_at","0.414669919","0.829701293"
,"54845","RBM35A","NM_017697","219121_s_at","0.404725151","0.831774816"
,"283","ANG","NM_001145","205141_at","-0.412118185","0.834366082"
,"79652","C16orf30","Contig26371_RC","219315_s_at","-0.406140661","0.835774978"
,"56944","OLFML3","NM_020190","218162_at","-0.396380172","0.835872435"
,"3297","HSF1","NM_005526","202344_at","0.393113682","0.836172966"
,"27235","COQ2","NM_015697","213379_at","0.394874544","0.838129037"
,"2487","FRZB","NM_001463","203698_s_at","-0.402145147","0.842301657"
,"3251","HPRT1","NM_000194","202854_at","0.401889944","0.842800545"
,"5119","PCOLN3","NM_002768","201933_at","0.401736559","0.842814242"
,"6839","SUV39H1","NM_003173","218619_s_at","0.396921778","0.845003472"
,"27303","RBMS3","NM_014483","206767_at","-0.382818553","0.845114787"
,"10468","FST","NM_013409","204948_s_at","-0.377349354","0.851436401"
,"26289","AK5","NM_012093","219308_s_at","-0.395223599","0.852323896"
,"55038","CDCA4","NM_017955","218399_s_at","0.386970228","0.853046269"
,"7283","TUBG1","NM_001070","201714_at","0.377543673","0.856260137"
,"23212","RRS1","D25218","209567_at","0.381084547","0.859588011"
,"65094","JMJD4","Contig52872_RC","218560_s_at","0.386721791","0.860408119"
,"55379","LRRC59","NM_018509","222231_s_at","0.366371991","0.860584113"
,"10956","NA","NM_006812","215399_s_at","-0.295525161","0.860849464"
,"51022","GLRX2","NM_016066","219933_at","0.373617007","0.862306014"
,"54915","YTHDF1","NM_017798","221741_s_at","0.367355134","0.86250978"
,"54861","SNRK","D43636","209481_at","-0.368145569","0.864874681"
,"79000","C1orf135","Contig25124_RC","220011_at","0.34885364","0.865018496"
,"79776","ZFHX4","Contig48790_RC","219779_at","-0.375988132","0.866552699"
,"79971","GPR177","Contig53944_RC","221958_s_at","-0.342767301","0.866720045"
,"7718","ZNF165","NM_003447","206683_at","0.338079971","0.869974566"
,"201254","STRA13","U95006","209478_at","0.363815143","0.871696996"
,"1848","DUSP6","NM_001946","208893_s_at","-0.34350182","0.871975414"
,"9037","SEMA5A","NM_003966","205405_at","-0.375777185","0.872467328"
,"5433","POLR2D","NM_004805","203664_s_at","0.390567073","0.873347886"
,"29087","THYN1","NM_014174","218491_s_at","-0.324985306","0.874699946"
,"79864","C11orf63","Contig27559_RC","220141_at","-0.358181069","0.875013566"
,"358","AQP1","NM_000385","209047_at","-0.32225578","0.876068416"
,"6634","SNRPD3","NM_004175","202567_at","0.356764571","0.876553009"
,"2621","GAS6","NM_000820","202177_at","-0.350610245","0.876900397"
,"56270","WDR45L","NM_019613","209076_s_at","0.337179642","0.876953353"
,"5187","PER1","NM_002616","202861_at","-0.356623495","0.877249218"
,"2098","ESD","AF112219","215096_s_at","-0.331656536","0.877568889"
,"81887","LAS1L","Contig40237_RC","208117_s_at","0.355525467","0.878185905"
,"1811","SLC26A3","NM_000111","206143_at","-0.324969954","0.878523665"
,"54535","CCHCR1","NM_019052","42361_g_at","0.303212335","0.879290516"
,"55526","DHTKD1","Contig173","209916_at","0.302461461","0.880741229"
,"57161","PELI2","NM_021255","219132_at","-0.340004348","0.881182055"
,"2353","FOS","NM_005252","209189_at","-0.348531369","0.881316836"
,"51279","C1RL","NM_016546","218983_at","-0.348014893","0.882609"
,"60436","TGIF2","AF055012","218724_s_at","0.347072353","0.883569866"
,"3028","HSD17B10","NM_004493","202282_at","0.341783943","0.88402224"
,"26519","TIMM10","NM_012456","218408_at","0.342150925","0.884715217"
,"25960","GPR124","AB040964","221814_at","-0.338678049","0.88492336"
,"10252","SPRY1","AF041037","212558_at","-0.346271902","0.885767923"
,"6199","RPS6KB2","NM_003952","203777_s_at","0.316080366","0.885921604"
,"9824","ARHGAP11A","NM_014783","204492_at","0.271468635","0.886970555"
,"55630","SLC39A4","NM_017767","219215_s_at","0.353664658","0.887047277"
,"7049","TGFBR3","NM_003243","204731_at","-0.328071026","0.887698816"
,"8607","RUVBL1","NM_003707","201614_s_at","0.268410584","0.888152059"
,"2581","GALC","NM_000153","204417_at","-0.337288552","0.888213228"
,"862","RUNX1T1","NM_004349","205528_s_at","-0.351438584","0.88846914"
,"8458","TTF2","NM_003594","204407_at","0.333371618","0.88848286"
,"9775","EIF4A3","NM_014740","201303_at","0.334470277","0.891654944"
,"3181","HNRPA2B1","NM_002137","205292_s_at","0.334227798","0.892344287"
,"26039","SS18L1","AB014593","213140_s_at","0.31535083","0.892395413"
,"10580","SORBS1","NM_015385","218087_s_at","-0.336071433","0.892619568"
,"7056","THBD","NM_000361","203888_at","-0.308462398","0.894985585"
,"8322","FZD4","NM_012193","218665_at","-0.350485856","0.895167871"
,"1003","CDH5","NM_001795","204677_at","-0.32733789","0.895661116"
,"2152","F3","NM_001993","204363_at","-0.331769994","0.895910725"
,"55068","NA","NM_017993","219501_at","-0.299596416","0.897626597"
,"64785","GINS3","AL137379","218719_s_at","0.345282183","0.898041826"
,"79042","TSEN34","Contig3597_RC","218132_s_at","0.316134089","0.898125459"
,"8805","TRIM24","NM_015905","204391_x_at","0.320229877","0.899125295"
,"1478","CSTF2","NM_001325","204459_at","0.319509099","0.900149824"
,"1746","DLX2","NM_004405","207147_at","-0.320794793","0.902276681"
,"57125","PLXDC1","NM_020405","219700_at","-0.278558967","0.902333798"
,"22998","NA","AB029025","212328_at","-0.313563524","0.903307846"
,"79915","C17orf41","Contig36210_RC","220223_at","0.298348091","0.904268882"
,"7026","NR2F2","M64497","215073_s_at","-0.317884422","0.905831798"
,"7474","WNT5A","Contig40434_RC","213425_at","-0.310399031","0.906409867"
,"55857","C20orf19","NM_018474","219961_s_at","-0.330455354","0.90691686"
,"114625","ERMAP","NM_018538","219905_at","-0.293725477","0.907329798"
,"8857","FCGBP","NM_003890","203240_at","-0.311440912","0.908506651"
,"26872","STEAP1","NM_012449","205542_at","-0.304158203","0.909645834"
,"7226","TRPM2","NM_003307","205708_s_at","0.290916974","0.911329018"
,"29844","TFPT","NM_013342","218996_at","0.271529206","0.913433463"
,"4719","NDUFS1","NM_005006","203039_s_at","0.303109253","0.915015151"
,"4013","LOH11CR2A","NM_014622","210102_at","-0.302795949","0.915117797"
,"3396","ICT1","NM_001545","204868_at","0.292070088","0.91536279"
,"397","ARHGDIB","NM_001175","201288_at","-0.284313425","0.916109977"
,"10436","EMG1","U72514","209233_at","0.29513303","0.91771301"
,"51582","AZIN1","NM_015878","201772_at","0.28911943","0.917927776"
,"10598","AHSA1","NM_012111","201491_at","0.290857764","0.9179611"
,"333","APLP1","NM_005166","209462_at","0.265203127","0.919016116"
,"51142","CHCHD2","NM_016139","217720_at","0.294292226","0.919415001"
,"27123","DKK2","NM_014421","219908_at","-0.286583179","0.919956834"
,"55020","NA","NM_017931","218272_at","-0.284807018","0.922283445"
,"23460","ABCA6","Contig35210_RC","217504_at","-0.274267722","0.922481847"
,"64321","SOX17","Contig37354_RC","219993_at","-0.278019335","0.925123949"
,"7098","TLR3","NM_003265","206271_at","-0.271521298","0.925325276"
,"6338","SCNN1B","NM_000336","205464_at","0.28820584","0.925826366"
,"3692","ITGB4BP","NM_002212","210213_s_at","0.263212244","0.926734961"
,"10253","SPRY2","NM_005842","204011_at","-0.285256447","0.926765742"
,"2669","GEM","NM_005261","204472_at","-0.280509659","0.926916522"
,"79679","VTCN1","Contig52970_RC","219768_at","-0.261241427","0.927139343"
,"79618","HMBOX1","Contig1982_RC","219269_at","-0.270390855","0.92843197"
,"8772","FADD","NM_003824","202535_at","0.27301337","0.93042485"
,"9986","RCE1","NM_005133","205333_s_at","0.25749527","0.930511454"
,"58500","ZNF250","X16282","213858_at","0.249529287","0.93097776"
,"11081","KERA","NM_007035","220504_at","-0.323492695","0.932434909"
,"7064","THOP1","NM_003249","203235_at","0.21439195","0.932738348"
,"55799","CACNA2D3","NM_018398","219714_s_at","-0.261604296","0.932985294"
,"49855","ZNF291","AL137612","209741_x_at","-0.259944901","0.933064583"
,"54606","DDX56","NM_019082","217754_at","0.202591131","0.934651171"
,"7164","TPD52L1","NM_003287","203786_s_at","0.260470913","0.934685044"
,"80775","TMEM177","Contig49309_RC","218897_at","0.265363587","0.934961966"
,"667","DST","NM_001723","204455_at","-0.248397992","0.935375903"
,"2781","GNAZ","NM_002073","204993_at","0.258872319","0.936532833"
,"23464","GCAT","NM_014291","205164_at","0.251880375","0.936847336"
,"79763","ISOC2","Contig2889_RC","218893_at","0.256164207","0.936952189"
,"4649","MYO9A","NM_006901","219027_s_at","-0.254173318","0.93701735"
,"53820","DSCR6","NM_018962","207267_s_at","0.229254645","0.93734872"
,"3638","INSIG1","NM_005542","201625_s_at","0.284659697","0.938726931"
,"11171","STRAP","NM_007178","200870_at","0.252556209","0.940118601"
,"10992","SF3B2","NM_006842","200619_at","0.254492749","0.940473638"
,"6832","SUPV3L1","NM_003171","212894_at","0.253167283","0.940890077"
,"55922","NKRF","NM_017544","205004_at","0.237927975","0.9421922"
,"10557","RPP38","NM_006414","205562_at","0.267313355","0.943143623"
,"3216","HOXB6","NM_018952","205366_s_at","-0.245364893","0.944854741"
,"54785","C17orf59","NM_017622","219417_s_at","-0.235210876","0.945554277"
,"1933","EEF1B2","X60656","200705_s_at","-0.237819874","0.945587039"
,"8161","COIL","NM_004645","203653_s_at","0.232189669","0.945723554"
,"594","BCKDHB","NM_000056","213321_at","-0.259792258","0.9475144"
,"6286","S100P","NM_005980","204351_at","0.232257446","0.948099124"
,"3954","LETM1","NM_012318","218939_at","0.233460226","0.948276398"
,"51087","YBX2","NM_015982","219704_at","0.196514735","0.948900789"
,"10953","TOMM34","NM_006809","201870_at","0.204607911","0.949034891"
,,,,,,
"PLAU","5328","PLAU","NM_002658","211668_s_at","1","0"
,"649","BMP1","NM_001199","207595_s_at","0.686303345","0.534305465"
,"4323","MMP14","NM_004995","202827_s_at","0.666244138","0.559607929"
,"7070","THY1","NM_006288","208850_s_at","0.613593172","0.627698291"
,"1290","COL5A2","NM_000393","221730_at","0.570972856","0.62999627"
,"8038","ADAM12","NM_003474","202952_s_at","0.546163691","0.662574251"
,"23452","ANGPTL2","AF007150","219514_at","0.574017552","0.66386681"
,"4237","MFAP2","NM_017459","203417_at","0.573117712","0.674166716"
,"871","SERPINH1","NM_004353","207714_s_at","0.551607834","0.675286499"
,"1291","COL6A1","X15880","212091_s_at","0.553673759","0.701177797"
,"3671","ISLR","NM_005545","207191_s_at","0.513171443","0.726476697"
,"9260","PDLIM7","NM_005451","214121_x_at","0.529257266","0.735614613"
,"55742","PARVA","NM_018222","217890_s_at","0.483569524","0.736339664"
,"25903","OLFML2B","AL050137","213125_at","0.516201362","0.740220151"
,"6876","TAGLN","NM_003186","205547_s_at","0.500057895","0.748828695"
,"5476","CTSA","NM_000308","200661_at","0.476318761","0.763036848"
,"5159","PDGFRB","NM_002609","202273_at","0.475040267","0.769821276"
,"54587","MXRA8","AL050202","213422_s_at","0.437778456","0.784354172"
,"9180","OSMR","NM_003999","205729_at","0.433306368","0.79490084"
,"1281","COL3A1","NM_000090","201852_x_at","0.449280663","0.806105195"
,"26585","GREM1","NM_013372","218468_s_at","0.431076597","0.806133268"
,"2191","FAP","NM_004460","209955_s_at","0.449475987","0.808337233"
,"1627","DBN1","NM_004395","217025_s_at","0.429269432","0.809226482"
,"23299","BICD2","AB014599","209203_s_at","0.430848727","0.813994971"
,"51330","TNFRSF12A","NM_016639","218368_s_at","0.436061674","0.821259664"
,"7421","VDR","NM_000376","204253_s_at","0.423203335","0.823722546"
,"6591","SNAI2","Contig1585_RC","213139_at","0.409857641","0.824381249"
,"2037","EPB41L2","NM_001431","201718_s_at","0.421951551","0.825246889"
,"55033","FKBP14","NM_017946","219390_at","0.425656347","0.827817825"
,"4681","NBL1","NM_005380","201621_at","0.410725353","0.836503012"
,"10487","CAP1","NM_006367","213798_s_at","0.414551349","0.843899961"
,"526","ATP6V1B2","NM_001693","201089_at","0.385305229","0.845387478"
,"2050","EPHB4","NM_004444","216680_s_at","0.33501482","0.850336946"
,"9697","TRAM2","NM_012288","202369_s_at","0.37440913","0.851530018"
,"4921","DDR2","NM_006182","205168_at","0.37934529","0.852102907"
,"9945","GFPT2","NM_005110","205100_at","0.420846996","0.852411188"
,"4811","NID1","NM_002508","202007_at","0.426030363","0.85968909"
,"8481","OFD1","NM_003611","203569_s_at","-0.336408168","0.875372065"
,"23705","IGSF4","NM_014333","209030_s_at","0.326615812","0.877277896"
,"23166","STAB1","AJ275213","204150_at","0.345752035","0.879137539"
,"8459","TPST2","NM_003595","204079_at","0.292694524","0.879236195"
,"23645","PPP1R15A","NM_014330","202014_at","0.334435453","0.88314905"
,"27295","PDLIM3","NM_014476","209621_s_at","0.344670867","0.885652512"
,"93974","ATPIF1","NM_016311","218671_s_at","-0.328029852","0.886105389"
,"51592","TRIM33","NM_015906","212435_at","-0.330383597","0.895125804"
,"4314","MMP3","NM_002422","205828_at","0.304242677","0.895658603"
,"1833","EPYC","NM_004950","206439_at","0.337308341","0.895915378"
,"157567","ANKRD46","U79297","212731_at","-0.32344971","0.898025232"
,"8904","CPNE1","NM_003915","206918_s_at","0.318038406","0.900793856"
,"602","BCL3","NM_005178","204907_s_at","0.304998235","0.904399401"
